file,cleaned_label,augmented_label,cleaned_confidence,augmented_confidence
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01230901522-00汽水分离器v2.dxf,设备,设备,0.16438499093055725,0.1643086075782776
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-00再沸器v3.dxf,罐体,罐体,0.16003896296024323,0.16776013374328613
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224071-11-02过滤芯组件v2.dxf,传动件,传动件,0.18248730897903442,0.177311971783638
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0724006-05上封头组件v3.dxf,传动件,传动件,0.17248032987117767,0.16825878620147705
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0724006-05上封头组件v2.dxf,传动件,传动件,0.1724771410226822,0.16825684905052185
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0525002-04-02过滤托架v3.dxf,传动件,传动件,0.17493124306201935,0.1689451038837433
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925004-04-01底板v1.dxf,传动件,传动件,0.18414625525474548,0.1786293387413025
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01232801522-01电加热箱v1.dxf,传动件,传动件,0.18580427765846252,0.17848335206508636
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225001-09-04旋转组件v1.dxf,传动件,传动件,0.19447572529315948,0.1879260390996933
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-08搅拌轴组件v2.dxf,传动件,传动件,0.1725798100233078,0.16612759232521057
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0724006-02搅拌器组件v2.dxf,传动件,传动件,0.17082570493221283,0.16396215558052063
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224014-09液压开盖组件v1.dxf,传动件,传动件,0.17624127864837646,0.17038673162460327
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231501522-00短轴承座(盖)v2.dxf,传动件,传动件,0.17631052434444427,0.1695716381072998
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231301522-01轴向定位轴承v2.dxf,传动件,传动件,0.18028557300567627,0.1736927181482315
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225047-04罐体部分v3.dxf,传动件,罐体,0.16477756202220917,0.16150438785552979
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825002-06上筒体组件v3.dxf,传动件,罐体,0.1657693237066269,0.16302970051765442
