input_path,dxf_path,png_path,geom_json_path,index_success,index_drawing_id,index_file_hash,search_status,search_success,total_matches,duplicate_count,similar_count,final_level,timing_total_ms,error
/app/data/dedupcad_batch/input/J0225047-04罐体部分v1.dxf,/app/data/dedupcad_batch/input/J0225047-04罐体部分v1.dxf,/app/data/dedupcad_batch/work/J0225047-04罐体部分v1.png,/app/data/dedupcad_batch/work/J0225047-04罐体部分v1.v2.json,,,,completed,True,3,2,1,4,2293.139412882738,
/app/data/dedupcad_batch/input/J0225047-04罐体部分v2.dxf,/app/data/dedupcad_batch/input/J0225047-04罐体部分v2.dxf,/app/data/dedupcad_batch/work/J0225047-04罐体部分v2.png,/app/data/dedupcad_batch/work/J0225047-04罐体部分v2.v2.json,,,,completed,True,3,3,0,4,2333.851242728997,
/app/data/dedupcad_batch/input/J0225047-04罐体部分v3.dxf,/app/data/dedupcad_batch/input/J0225047-04罐体部分v3.dxf,/app/data/dedupcad_batch/work/J0225047-04罐体部分v3.png,/app/data/dedupcad_batch/work/J0225047-04罐体部分v3.v2.json,,,,completed,True,3,3,0,4,2341.717625327874,
/app/data/dedupcad_batch/input/J0225048-02-07侧推料组件v1.dxf,/app/data/dedupcad_batch/input/J0225048-02-07侧推料组件v1.dxf,/app/data/dedupcad_batch/work/J0225048-02-07侧推料组件v1.png,/app/data/dedupcad_batch/work/J0225048-02-07侧推料组件v1.v2.json,,,,completed,True,2,2,0,4,700.220315658953,
/app/data/dedupcad_batch/input/J0225048-02-07侧推料组件v2.dxf,/app/data/dedupcad_batch/input/J0225048-02-07侧推料组件v2.dxf,/app/data/dedupcad_batch/work/J0225048-02-07侧推料组件v2.png,/app/data/dedupcad_batch/work/J0225048-02-07侧推料组件v2.v2.json,,,,completed,True,2,2,0,4,736.0604626592249,
/app/data/dedupcad_batch/input/J0225054-15-01支承座v1.dxf,/app/data/dedupcad_batch/input/J0225054-15-01支承座v1.dxf,/app/data/dedupcad_batch/work/J0225054-15-01支承座v1.png,/app/data/dedupcad_batch/work/J0225054-15-01支承座v1.v2.json,,,,completed,True,1,1,0,4,325.410007731989,
/app/data/dedupcad_batch/input/J0225054-15-01支承座v2.dxf,/app/data/dedupcad_batch/input/J0225054-15-01支承座v2.dxf,/app/data/dedupcad_batch/work/J0225054-15-01支承座v2.png,/app/data/dedupcad_batch/work/J0225054-15-01支承座v2.v2.json,,,,completed,True,1,1,0,4,606.3432704540901,
/app/data/dedupcad_batch/input/J0225054-15罐体支腿v1.dxf,/app/data/dedupcad_batch/input/J0225054-15罐体支腿v1.dxf,/app/data/dedupcad_batch/work/J0225054-15罐体支腿v1.png,/app/data/dedupcad_batch/work/J0225054-15罐体支腿v1.v2.json,,,,completed,True,2,2,0,4,323.12132365768775,
/app/data/dedupcad_batch/input/J0225054-15罐体支腿v2.dxf,/app/data/dedupcad_batch/input/J0225054-15罐体支腿v2.dxf,/app/data/dedupcad_batch/work/J0225054-15罐体支腿v2.png,/app/data/dedupcad_batch/work/J0225054-15罐体支腿v2.v2.json,,,,completed,True,2,2,0,4,330.67837910493836,
/app/data/dedupcad_batch/input/J0525002-04-02过滤托架v1.dxf,/app/data/dedupcad_batch/input/J0525002-04-02过滤托架v1.dxf,/app/data/dedupcad_batch/work/J0525002-04-02过滤托架v1.png,/app/data/dedupcad_batch/work/J0525002-04-02过滤托架v1.v2.json,,,,completed,True,4,1,3,4,624.2162645794451,
