file,base_label,base_source,override_label,override_source,base_path,override_path
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J1424042-00出料正压隔离器v2-yuantus.dxf,出料正压隔离器,fusion,出料正压隔离器,titleblock,filename_extracted;titleblock_predicted;fusion_scored,filename_extracted;titleblock_predicted;titleblock_adopted
