file,cleaned_label,edgesage_label,cleaned_confidence,edgesage_confidence
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J1424042-51-01-08对接法兰v2.dxf,传动件,传动件,0.17930255830287933,0.24158795177936554
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2824002-06上封头组件v1.dxf,传动件,传动件,0.16920801997184753,0.21152694523334503
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2824002-06上封头组件v2.dxf,传动件,传动件,0.16919666528701782,0.21154628694057465
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825002-06上筒体组件v1.dxf,传动件,传动件,0.16577093303203583,0.18562500178813934
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825002-06上筒体组件v2.dxf,传动件,传动件,0.16576947271823883,0.1856251060962677
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825002-06上筒体组件v3.dxf,传动件,传动件,0.1657693237066269,0.18562498688697815
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825002-09下轴承支架组件v1.dxf,传动件,传动件,0.17359651625156403,0.18105880916118622
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825002-09下轴承支架组件v2.dxf,传动件,传动件,0.17359651625156403,0.18105880916118622
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825003-05下筒体组件v1.dxf,传动件,传动件,0.16892817616462708,0.1688026636838913
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825003-05下筒体组件v2.dxf,传动件,传动件,0.16892817616462708,0.1688026636838913
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-00再沸器v1.dxf,罐体,传动件,0.16003896296024323,0.15862643718719482
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-00再沸器v2.dxf,罐体,传动件,0.16003896296024323,0.15862643718719482
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-00再沸器v3.dxf,罐体,传动件,0.16003896296024323,0.15862643718719482
