file,normalized_label,focal_label,normalized_confidence,focal_confidence
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01230901522-00汽水分离器v1.dxf,传动件,传动件,0.18739822506904602,0.18365956842899323
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01230901522-00汽水分离器v2.dxf,传动件,传动件,0.18739822506904602,0.18365956842899323
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231101522-00自动进料装置v1.dxf,传动件,传动件,0.22828489542007446,0.2229137420654297
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231101522-00自动进料装置v2.dxf,传动件,传动件,0.22828489542007446,0.2229137420654297
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231201522-00拖车DN1500v1.dxf,传动件,传动件,0.2155311405658722,0.21005506813526154
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231201522-00拖车DN1500v2.dxf,传动件,传动件,0.2155311405658722,0.21005506813526154
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231301522-00蜗轮蜗杆传动出料机构v1.dxf,传动件,传动件,0.19685852527618408,0.19285574555397034
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231301522-00蜗轮蜗杆传动出料机构v2.dxf,传动件,传动件,0.19685852527618408,0.19285574555397034
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231301522-00蜗轮蜗杆传动出料机构v3.dxf,传动件,传动件,0.19685852527618408,0.19285574555397034
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231301522-01轴向定位轴承v1.dxf,传动件,传动件,0.22641733288764954,0.22063620388507843
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231301522-01轴向定位轴承v2.dxf,传动件,传动件,0.22641733288764954,0.22063620388507843
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231501522-00短轴承座(盖)v1.dxf,传动件,传动件,0.21258826553821564,0.20741061866283417
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231501522-00短轴承座(盖)v2.dxf,传动件,传动件,0.21135897934436798,0.20624017715454102
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231501522-00短轴承座(盖)v3.dxf,传动件,传动件,0.21135897934436798,0.20624017715454102
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01232801522-01电加热箱v1.dxf,传动件,传动件,0.23266839981079102,0.22655194997787476
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01232801522-01电加热箱v2.dxf,传动件,传动件,0.23266839981079102,0.22655194997787476
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01239601522-03扭转弹簧v1.dxf,传动件,传动件,0.20725852251052856,0.20211023092269897
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01239601522-03扭转弹簧v2.dxf,传动件,传动件,0.20725852251052856,0.20211023092269897
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01239601522-03扭转弹簧v3.dxf,传动件,传动件,0.20725852251052856,0.20211023092269897
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01239901522-00拖轮组件v1.dxf,传动件,传动件,0.21908709406852722,0.21367958188056946
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01239901522-00拖轮组件v2.dxf,传动件,传动件,0.21908709406852722,0.21367958188056946
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ02230101102-12手轮组件v1.dxf,传动件,传动件,0.24362635612487793,0.23712988197803497
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ02230101102-12手轮组件v2.dxf,传动件,传动件,0.24362635612487793,0.23712988197803497
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ02230301120-03保护罩组件v1.dxf,传动件,传动件,0.1967887580394745,0.19219054281711578
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ02230301120-03保护罩组件v2.dxf,传动件,传动件,0.1967887580394745,0.19219054281711578
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ14240301522-00防爆视灯组件v1.dxf,传动件,传动件,0.16722333431243896,0.1640596091747284
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ14240301522-00防爆视灯组件v2.dxf,传动件,传动件,0.16722333431243896,0.1640596091747284
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224014-09液压开盖组件v1.dxf,传动件,传动件,0.2048051655292511,0.20000748336315155
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224014-09液压开盖组件v2.dxf,传动件,传动件,0.2048051655292511,0.20000748336315155
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224025-06-01-03出料凸缘v1.dxf,传动件,传动件,0.20398953557014465,0.1993107795715332
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224025-06-01-03出料凸缘v2.dxf,传动件,传动件,0.20398953557014465,0.1993107795715332
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224036-10搅拌减速机机罩v1.dxf,传动件,传动件,0.21979552507400513,0.21456725895404816
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224036-10搅拌减速机机罩v2.dxf,传动件,传动件,0.21978196501731873,0.21455501019954681
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224036-12真空组件v1.dxf,传动件,传动件,0.22396516799926758,0.21823371946811676
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224036-12真空组件v2.dxf,传动件,传动件,0.2256898134946823,0.2198169082403183
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224070-04-07捕集口v1.dxf,传动件,传动件,0.225269615650177,0.21927937865257263
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224070-04-07捕集口v2.dxf,传动件,传动件,0.22494375705718994,0.21897974610328674
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224071-11-02过滤芯组件v1.dxf,传动件,传动件,0.22405309975147247,0.21837802231311798
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224071-11-02过滤芯组件v2.dxf,传动件,传动件,0.22405309975147247,0.21837802231311798
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224071-11捕集器组件v1.dxf,传动件,传动件,0.20545540750026703,0.2002669870853424
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224071-11捕集器组件v2.dxf,传动件,传动件,0.20545729994773865,0.20026881992816925
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225001-09-04旋转组件v1.dxf,传动件,传动件,0.25151851773262024,0.24465228617191315
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225001-09-04旋转组件v2.dxf,传动件,传动件,0.25151851773262024,0.24465228617191315
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-04-04轴头组件v1.dxf,传动件,传动件,0.196970596909523,0.19261504709720612
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-04-04轴头组件v2.dxf,传动件,传动件,0.196970596909523,0.19261504709720612
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-04-05下封板v1.dxf,传动件,传动件,0.2025982141494751,0.19787944853305817
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-04-05下封板v2.dxf,传动件,传动件,0.20259816944599152,0.19787903130054474
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-04搅拌桨组件v1.dxf,传动件,传动件,0.23498059809207916,0.2288144826889038
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-04搅拌桨组件v2.dxf,传动件,传动件,0.23498059809207916,0.2288144826889038
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-08搅拌轴组件v1.dxf,传动件,传动件,0.20000800490379333,0.19552560150623322
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-08搅拌轴组件v2.dxf,传动件,传动件,0.20000800490379333,0.19552560150623322
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225009-04-03阀体v1.dxf,传动件,传动件,0.2068973034620285,0.20233017206192017
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225009-04-03阀体v2.dxf,传动件,传动件,0.2068973034620285,0.20233017206192017
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225034-05罐体部分v1.dxf,设备,设备,0.19290247559547424,0.19269177317619324
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225034-05罐体部分v2.dxf,设备,设备,0.19290247559547424,0.19269177317619324
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225047-04罐体部分v1.dxf,传动件,传动件,0.18751201033592224,0.1835136115550995
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225047-04罐体部分v2.dxf,传动件,传动件,0.18751201033592224,0.1835136115550995
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225047-04罐体部分v3.dxf,传动件,传动件,0.18751201033592224,0.1835136115550995
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225048-02-07侧推料组件v1.dxf,传动件,传动件,0.24333786964416504,0.2366006225347519
