file,status,part_type,confidence,confidence_source,rule_version,graph2d_label,graph2d_confidence,fusion_label,fusion_confidence
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/LTJ012303106-0030连接法兰(大)v1.dxf,ok,moderate_component,0.600,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J2925001-00再沸器v1.dxf,ok,complex_assembly,0.550,rules,v1,,,Standard_Part,0.6000000000000001
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J2825002-06上筒体组件v1.dxf,ok,complex_assembly,0.550,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0225004-04-04轴头组件v2.dxf,ok,complex_assembly,0.550,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J2925001-01人孔v2.dxf,ok,complex_assembly,0.550,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0224025-06-01-03出料凸缘v1.dxf,ok,complex_assembly,0.550,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/BTJ01231101522-00自动进料装置v1.dxf,ok,complex_assembly,0.550,rules,v1,,,Standard_Part,0.6000000000000001
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/BTJ01231101522-00自动进料装置v2.dxf,ok,complex_assembly,0.550,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0224071-11捕集器组件v1.dxf,ok,complex_assembly,0.550,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J2925001-00再沸器v2.dxf,ok,complex_assembly,0.550,rules,v1,,,Standard_Part,0.6000000000000001
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/LTJ012306102-0084调节螺栓v1.dxf,ok,moderate_component,0.600,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/BTJ02230101102-12手轮组件v2.dxf,ok,moderate_component,0.600,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/BTJ01239601522-03扭转弹簧v2.dxf,ok,moderate_component,0.600,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/LTJ012306102-0084调节螺栓v2.dxf,ok,moderate_component,0.600,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0224036-12真空组件v1.dxf,ok,moderate_component,0.600,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J2925001-01-01人孔法兰v2.dxf,ok,moderate_component,0.600,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/BTJ01239601522-03扭转弹簧v3.dxf,ok,moderate_component,0.600,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0225009-04-03阀体v2.dxf,ok,complex_assembly,0.550,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J2825003-05下筒体组件v1.dxf,ok,complex_assembly,0.550,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/BTJ01239901522-00拖轮组件v2.dxf,ok,moderate_component,0.600,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/BTJ14240301522-00防爆视灯组件v1.dxf,ok,complex_assembly,0.550,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/BTJ01231201522-00拖车DN1500v2.dxf,ok,complex_assembly,0.550,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0224070-04-07捕集口v1.dxf,ok,moderate_component,0.600,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0225009-04-03阀体v1.dxf,ok,complex_assembly,0.550,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/LTJ012303106-0001超声波法兰v1.dxf,ok,moderate_component,0.600,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J0225004-04-05下封板v1.dxf,ok,moderate_component,0.600,rules,v1,,,Standard_Part,0.55
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf/J1424042-51-01-08对接法兰v1.dxf,ok,moderate_component,0.600,rules,v1,,,Standard_Part,0.55
