file,normalized_label,balanced_label,normalized_confidence,balanced_confidence
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231501522-00短轴承座(盖)v1.dxf,传动件,开孔件,0.21258826553821564,0.1098429337143898
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231501522-00短轴承座(盖)v2.dxf,传动件,开孔件,0.21135897934436798,0.11006546020507812
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01231501522-00短轴承座(盖)v3.dxf,传动件,开孔件,0.21135897934436798,0.11006546020507812
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01232801522-01电加热箱v1.dxf,传动件,开孔件,0.23266839981079102,0.11291685700416565
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01232801522-01电加热箱v2.dxf,传动件,开孔件,0.23266839981079102,0.11291685700416565
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01239601522-03扭转弹簧v1.dxf,传动件,开孔件,0.20725852251052856,0.11524031311273575
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01239601522-03扭转弹簧v2.dxf,传动件,开孔件,0.20725852251052856,0.11524031311273575
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01239601522-03扭转弹簧v3.dxf,传动件,开孔件,0.20725852251052856,0.11524031311273575
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01239901522-00拖轮组件v1.dxf,传动件,开孔件,0.21908709406852722,0.11282726377248764
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ01239901522-00拖轮组件v2.dxf,传动件,开孔件,0.21908709406852722,0.11282726377248764
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ02230101102-12手轮组件v1.dxf,传动件,支撑件,0.24362635612487793,0.11150996387004852
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ02230101102-12手轮组件v2.dxf,传动件,支撑件,0.24362635612487793,0.11150996387004852
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ02230301120-03保护罩组件v1.dxf,传动件,开孔件,0.1967887580394745,0.11271873861551285
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ02230301120-03保护罩组件v2.dxf,传动件,开孔件,0.1967887580394745,0.11271873861551285
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ14240301522-00防爆视灯组件v1.dxf,传动件,开孔件,0.16722333431243896,0.11002406477928162
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/BTJ14240301522-00防爆视灯组件v2.dxf,传动件,开孔件,0.16722333431243896,0.11002406477928162
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224014-09液压开盖组件v1.dxf,传动件,开孔件,0.2048051655292511,0.1073140874505043
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224014-09液压开盖组件v2.dxf,传动件,开孔件,0.2048051655292511,0.1073140874505043
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224025-06-01-03出料凸缘v1.dxf,传动件,开孔件,0.20398953557014465,0.10941458493471146
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224025-06-01-03出料凸缘v2.dxf,传动件,开孔件,0.20398953557014465,0.10941458493471146
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224036-10搅拌减速机机罩v1.dxf,传动件,开孔件,0.21979552507400513,0.10785861313343048
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224036-10搅拌减速机机罩v2.dxf,传动件,开孔件,0.21978196501731873,0.1078484058380127
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224036-12真空组件v1.dxf,传动件,开孔件,0.22396516799926758,0.11814174056053162
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224036-12真空组件v2.dxf,传动件,开孔件,0.2256898134946823,0.11915509402751923
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224070-04-07捕集口v1.dxf,传动件,开孔件,0.225269615650177,0.12315856665372849
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224070-04-07捕集口v2.dxf,传动件,开孔件,0.22494375705718994,0.12286172062158585
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224071-11-02过滤芯组件v1.dxf,传动件,开孔件,0.22405309975147247,0.10973316431045532
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224071-11-02过滤芯组件v2.dxf,传动件,开孔件,0.22405309975147247,0.10973316431045532
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224071-11捕集器组件v1.dxf,传动件,开孔件,0.20545540750026703,0.10753989219665527
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0224071-11捕集器组件v2.dxf,传动件,开孔件,0.20545729994773865,0.10753954946994781
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225001-09-04旋转组件v1.dxf,传动件,开孔件,0.25151851773262024,0.1130070611834526
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225001-09-04旋转组件v2.dxf,传动件,开孔件,0.25151851773262024,0.1130070611834526
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-04-04轴头组件v1.dxf,传动件,开孔件,0.196970596909523,0.10900454968214035
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-04-04轴头组件v2.dxf,传动件,开孔件,0.196970596909523,0.10900454968214035
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-04-05下封板v1.dxf,传动件,开孔件,0.2025982141494751,0.1078324168920517
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-04-05下封板v2.dxf,传动件,开孔件,0.20259816944599152,0.10783281177282333
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-04搅拌桨组件v1.dxf,传动件,开孔件,0.23498059809207916,0.1072755679488182
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-04搅拌桨组件v2.dxf,传动件,开孔件,0.23498059809207916,0.1072755679488182
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-08搅拌轴组件v1.dxf,传动件,开孔件,0.20000800490379333,0.10646087676286697
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225004-08搅拌轴组件v2.dxf,传动件,开孔件,0.20000800490379333,0.10646087676286697
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225009-04-03阀体v1.dxf,传动件,开孔件,0.2068973034620285,0.10508330911397934
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225009-04-03阀体v2.dxf,传动件,开孔件,0.2068973034620285,0.10508330911397934
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225034-05罐体部分v1.dxf,设备,开孔件,0.19290247559547424,0.12141310423612595
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225034-05罐体部分v2.dxf,设备,开孔件,0.19290247559547424,0.12141310423612595
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225047-04罐体部分v1.dxf,传动件,开孔件,0.18751201033592224,0.10764867067337036
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225047-04罐体部分v2.dxf,传动件,开孔件,0.18751201033592224,0.10764867067337036
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225047-04罐体部分v3.dxf,传动件,开孔件,0.18751201033592224,0.10764867067337036
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225048-02-07侧推料组件v1.dxf,传动件,开孔件,0.24333786964416504,0.11651510000228882
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225048-02-07侧推料组件v2.dxf,传动件,开孔件,0.24333786964416504,0.11651510000228882
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225054-15-01支承座v1.dxf,传动件,开孔件,0.21264873445034027,0.11710105091333389
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225054-15-01支承座v2.dxf,传动件,开孔件,0.21262596547603607,0.11710058152675629
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225054-15罐体支腿v1.dxf,传动件,开孔件,0.2197025716304779,0.1187484860420227
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0225054-15罐体支腿v2.dxf,传动件,开孔件,0.2197025716304779,0.1187484860420227
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0525002-04-02过滤托架v1.dxf,传动件,开孔件,0.2111869603395462,0.10861945897340775
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0525002-04-02过滤托架v2.dxf,传动件,开孔件,0.21438170969486237,0.1093071699142456
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0525002-04-02过滤托架v3.dxf,传动件,开孔件,0.21438170969486237,0.1093071699142456
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0525002-04-02过滤托架v4.dxf,传动件,开孔件,0.21701183915138245,0.10905497521162033
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0724006-01下锥体组件v1.dxf,传动件,开孔件,0.18973316252231598,0.10514694452285767
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0724006-01下锥体组件v2.dxf,传动件,开孔件,0.18972519040107727,0.1051490530371666
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0724006-01下锥体组件v3.dxf,传动件,开孔件,0.19281043112277985,0.10459399223327637
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0724006-02搅拌器组件v1.dxf,传动件,开孔件,0.20330704748630524,0.10724720358848572
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0724006-02搅拌器组件v2.dxf,传动件,开孔件,0.20331718027591705,0.10724851489067078
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0724006-05上封头组件v1.dxf,传动件,开孔件,0.1953181028366089,0.10647369921207428
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0724006-05上封头组件v2.dxf,传动件,开孔件,0.19587655365467072,0.10648119449615479
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J0724006-05上封头组件v3.dxf,传动件,开孔件,0.19588541984558105,0.10648637264966965
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J1424042-00出料正压隔离器v1.dxf,传动件,开孔件,0.19391511380672455,0.11057643592357635
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J1424042-00出料正压隔离器v2-yuantus.dxf,传动件,开孔件,0.19391511380672455,0.11057643592357635
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J1424042-51-01-08对接法兰v1.dxf,传动件,开孔件,0.20956584811210632,0.10471498966217041
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J1424042-51-01-08对接法兰v2.dxf,传动件,开孔件,0.21310684084892273,0.10627423226833344
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2824002-06上封头组件v1.dxf,传动件,开孔件,0.2081756591796875,0.11938880383968353
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2824002-06上封头组件v2.dxf,传动件,开孔件,0.20796814560890198,0.11911588907241821
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825002-06上筒体组件v1.dxf,传动件,开孔件,0.18887445330619812,0.10842859745025635
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825002-06上筒体组件v2.dxf,传动件,开孔件,0.18887194991111755,0.1084294393658638
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825002-06上筒体组件v3.dxf,传动件,开孔件,0.1888716220855713,0.1084294244647026
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825002-09下轴承支架组件v1.dxf,传动件,开孔件,0.20169760286808014,0.11210918426513672
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825002-09下轴承支架组件v2.dxf,传动件,开孔件,0.20169760286808014,0.11210918426513672
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825003-05下筒体组件v1.dxf,传动件,开孔件,0.18601647019386292,0.1154884472489357
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2825003-05下筒体组件v2.dxf,传动件,开孔件,0.18601647019386292,0.1154884472489357
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-00再沸器v1.dxf,传动件,法兰,0.16818174719810486,0.10983655601739883
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-00再沸器v2.dxf,传动件,法兰,0.16818174719810486,0.10983655601739883
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-00再沸器v3.dxf,传动件,法兰,0.16818174719810486,0.10983655601739883
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-01-01人孔法兰v1.dxf,传动件,开孔件,0.1934548169374466,0.11063005775213242
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-01-01人孔法兰v2.dxf,传动件,开孔件,0.19345185160636902,0.11063067615032196
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-01人孔v1.dxf,传动件,开孔件,0.209689199924469,0.12194184958934784
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-01人孔v2.dxf,传动件,开孔件,0.209689199924469,0.12194184958934784
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-05管束v1.dxf,传动件,开孔件,0.17618808150291443,0.11142989248037338
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925001-05管束v2.dxf,传动件,开孔件,0.19687967002391815,0.11293458938598633
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925004-04-01底板v1.dxf,传动件,支撑件,0.2122020572423935,0.12871547043323517
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J2925004-04-01底板v2.dxf,传动件,支撑件,0.21157440543174744,0.12879139184951782
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J3025001-12轴承座v1.dxf,传动件,开孔件,0.21859483420848846,0.11124752461910248
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/J3025001-12轴承座v2.dxf,传动件,开孔件,0.21850477159023285,0.1112465113401413
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/LTJ012303106-0001超声波法兰.dxf,传动件,开孔件,0.18805865943431854,0.11096014082431793
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/LTJ012303106-0001超声波法兰v1.dxf,传动件,开孔件,0.1851940006017685,0.1127009317278862
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/LTJ012303106-0001超声波法兰v2.dxf,传动件,开孔件,0.18526099622249603,0.11283800005912781
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/LTJ012303106-0030连接法兰(大)v1.dxf,传动件,开孔件,0.20595164597034454,0.1258632391691208
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/LTJ012303106-0030连接法兰(大)v2.dxf,传动件,开孔件,0.20595164597034454,0.1258632391691208
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/LTJ012306102-0084调节螺栓v1.dxf,传动件,开孔件,0.20830480754375458,0.11067475378513336
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/LTJ012306102-0084调节螺栓v2.dxf,传动件,开孔件,0.2034953236579895,0.10749562084674835
/Users/huazhou/Downloads/训练图纸/训练图纸_dxf_oda_20260123/比较_LTJ012306102-0084调节螺栓v1 vs LTJ012306102-0084调节螺栓v2.dxf,传动件,开孔件,0.20640288293361664,0.10836964100599289
